period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units
2026-03-09,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,Arizona,Arizona,91727,megawatthours
2026-03-09,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,Central,Central,91558,megawatthours
2026-03-09,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,Eastern,Eastern,91383,megawatthours
2026-03-09,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,Mountain,Mountain,91721,megawatthours
2026-03-09,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,Pacific,Pacific,91727,megawatthours
2026-03-09,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,Arizona,Arizona,82697,megawatthours
2026-03-09,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,Central,Central,82574,megawatthours
2026-03-09,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,Eastern,Eastern,82538,megawatthours
2026-03-09,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,Mountain,Mountain,82675,megawatthours
2026-03-09,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,Pacific,Pacific,82697,megawatthours
2026-03-09,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,NG,Net generation,Arizona,Arizona,77591,megawatthours
2026-03-09,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,NG,Net generation,Central,Central,77330,megawatthours
2026-03-09,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,NG,Net generation,Eastern,Eastern,77185,megawatthours
2026-03-09,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,NG,Net generation,Mountain,Mountain,77591,megawatthours
2026-03-09,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,NG,Net generation,Pacific,Pacific,77591,megawatthours
2026-03-09,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,TI,Total interchange,Central,Central,-14228,megawatthours
2026-03-09,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,TI,Total interchange,Eastern,Eastern,-14198,megawatthours
2026-03-09,MIDA,Mid-Atlantic,D,Demand,Arizona,Arizona,2053193,megawatthours
2026-03-09,MIDA,Mid-Atlantic,D,Demand,Central,Central,2056240,megawatthours
2026-03-09,MIDA,Mid-Atlantic,D,Demand,Eastern,Eastern,2055924,megawatthours
2026-03-09,MIDA,Mid-Atlantic,D,Demand,Mountain,Mountain,2054972,megawatthours
2026-03-09,MIDA,Mid-Atlantic,D,Demand,Pacific,Pacific,2053193,megawatthours
2026-03-09,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,Arizona,Arizona,2020739,megawatthours
2026-03-09,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,Central,Central,2020330,megawatthours
2026-03-09,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,Eastern,Eastern,2019556,megawatthours
2026-03-09,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,Mountain,Mountain,2020767,megawatthours
2026-03-09,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,Pacific,Pacific,2020739,megawatthours
2026-03-09,MIDA,Mid-Atlantic,NG,Net generation,Arizona,Arizona,2114570,megawatthours
2026-03-09,MIDA,Mid-Atlantic,NG,Net generation,Central,Central,2114570,megawatthours
2026-03-09,MIDA,Mid-Atlantic,NG,Net generation,Eastern,Eastern,2112437,megawatthours
2026-03-09,MIDA,Mid-Atlantic,NG,Net generation,Mountain,Mountain,2114570,megawatthours
2026-03-09,MIDA,Mid-Atlantic,NG,Net generation,Pacific,Pacific,2114570,megawatthours
2026-03-09,MIDA,Mid-Atlantic,TI,Total interchange,Eastern,Eastern,31951,megawatthours
2026-03-09,MIDW,Midwest,D,Demand,Arizona,Arizona,1784539,megawatthours
2026-03-09,MIDW,Midwest,D,Demand,Central,Central,1778091,megawatthours
2026-03-09,MIDW,Midwest,D,Demand,Eastern,Eastern,1774740,megawatthours
2026-03-09,MIDW,Midwest,D,Demand,Mountain,Mountain,1781728,megawatthours
2026-03-09,MIDW,Midwest,D,Demand,Pacific,Pacific,1784539,megawatthours
2026-03-09,MIDW,Midwest,DF,Day-ahead demand forecast,Arizona,Arizona,1815222,megawatthours
2026-03-09,MIDW,Midwest,DF,Day-ahead demand forecast,Central,Central,1813823,megawatthours
2026-03-09,MIDW,Midwest,DF,Day-ahead demand forecast,Eastern,Eastern,1810993,megawatthours
2026-03-09,MIDW,Midwest,DF,Day-ahead demand forecast,Mountain,Mountain,1814655,megawatthours
2026-03-09,MIDW,Midwest,DF,Day-ahead demand forecast,Pacific,Pacific,1815222,megawatthours
2026-03-09,MIDW,Midwest,NG,Net generation,Arizona,Arizona,1777207,megawatthours
2026-03-09,MIDW,Midwest,NG,Net generation,Central,Central,1772267,megawatthours
2026-03-09,MIDW,Midwest,NG,Net generation,Eastern,Eastern,1769496,megawatthours
2026-03-09,MIDW,Midwest,NG,Net generation,Mountain,Mountain,1777207,megawatthours
2026-03-09,MIDW,Midwest,NG,Net generation,Pacific,Pacific,1777207,megawatthours
2026-03-09,MIDW,Midwest,TI,Total interchange,Central,Central,-52234,megawatthours
2026-03-09,MIDW,Midwest,TI,Total interchange,Eastern,Eastern,-51943,megawatthours
2026-03-09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Arizona,Arizona,1645646,megawatthours
2026-03-09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Central,Central,1638769,megawatthours
2026-03-09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Eastern,Eastern,1635387,megawatthours
2026-03-09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Mountain,Mountain,1642527,megawatthours
2026-03-09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,Pacific,Pacific,1645646,megawatthours
2026-03-09,MISO,"Midcontinent Independent System Operator, Inc.",DF,Day-ahead demand forecast,Arizona,Arizona,1685969,megawatthours
2026-03-09,MISO,"Midcontinent Independent System Operator, Inc.",DF,Day-ahead demand forecast,Central,Central,1684361,megawatthours
2026-03-09,MISO,"Midcontinent Independent System Operator, Inc.",DF,Day-ahead demand forecast,Eastern,Eastern,1681452,megawatthours
2026-03-09,MISO,"Midcontinent Independent System Operator, Inc.",DF,Day-ahead demand forecast,Mountain,Mountain,1685258,megawatthours
2026-03-09,MISO,"Midcontinent Independent System Operator, Inc.",DF,Day-ahead demand forecast,Pacific,Pacific,1685969,megawatthours
2026-03-09,MISO,"Midcontinent Independent System Operator, Inc.",NG,Net generation,Arizona,Arizona,1647969,megawatthours
2026-03-09,MISO,"Midcontinent Independent System Operator, Inc.",NG,Net generation,Central,Central,1643532,megawatthours
2026-03-09,MISO,"Midcontinent Independent System Operator, Inc.",NG,Net generation,Eastern,Eastern,1641033,megawatthours
2026-03-09,MISO,"Midcontinent Independent System Operator, Inc.",NG,Net generation,Mountain,Mountain,1647969,megawatthours
2026-03-09,MISO,"Midcontinent Independent System Operator, Inc.",NG,Net generation,Pacific,Pacific,1647969,megawatthours
2026-03-09,MISO,"Midcontinent Independent System Operator, Inc.",TI,Total interchange,Central,Central,-41647,megawatthours
2026-03-09,MISO,"Midcontinent Independent System Operator, Inc.",TI,Total interchange,Eastern,Eastern,-41053,megawatthours
2026-03-09,NE,New England,D,Demand,Arizona,Arizona,281788,megawatthours
2026-03-09,NE,New England,D,Demand,Central,Central,281637,megawatthours
2026-03-09,NE,New England,D,Demand,Eastern,Eastern,281975,megawatthours
2026-03-09,NE,New England,D,Demand,Mountain,Mountain,281729,megawatthours
2026-03-09,NE,New England,D,Demand,Pacific,Pacific,281788,megawatthours
2026-03-09,NE,New England,DF,Day-ahead demand forecast,Arizona,Arizona,270180,megawatthours
2026-03-09,NE,New England,DF,Day-ahead demand forecast,Central,Central,270170,megawatthours
2026-03-09,NE,New England,DF,Day-ahead demand forecast,Eastern,Eastern,270260,megawatthours
2026-03-09,NE,New England,DF,Day-ahead demand forecast,Mountain,Mountain,270160,megawatthours
2026-03-09,NE,New England,DF,Day-ahead demand forecast,Pacific,Pacific,270180,megawatthours
2026-03-09,NE,New England,NG,Net generation,Arizona,Arizona,260296,megawatthours
2026-03-09,NE,New England,NG,Net generation,Central,Central,260296,megawatthours
2026-03-09,NE,New England,NG,Net generation,Eastern,Eastern,259382,megawatthours
2026-03-09,NE,New England,NG,Net generation,Mountain,Mountain,260296,megawatthours
2026-03-09,NE,New England,NG,Net generation,Pacific,Pacific,260296,megawatthours
2026-03-09,NE,New England,TI,Total interchange,Eastern,Eastern,-22593,megawatthours
2026-03-09,NEVP,Nevada Power Company,D,Demand,Arizona,Arizona,93477,megawatthours
2026-03-09,NEVP,Nevada Power Company,D,Demand,Central,Central,93251,megawatthours
2026-03-09,NEVP,Nevada Power Company,D,Demand,Eastern,Eastern,93087,megawatthours
2026-03-09,NEVP,Nevada Power Company,D,Demand,Mountain,Mountain,93383,megawatthours
2026-03-09,NEVP,Nevada Power Company,D,Demand,Pacific,Pacific,93477,megawatthours
2026-03-09,NEVP,Nevada Power Company,DF,Day-ahead demand forecast,Arizona,Arizona,84176,megawatthours
2026-03-09,NEVP,Nevada Power Company,DF,Day-ahead demand forecast,Central,Central,84189,megawatthours
2026-03-09,NEVP,Nevada Power Company,DF,Day-ahead demand forecast,Eastern,Eastern,84168,megawatthours
2026-03-09,NEVP,Nevada Power Company,DF,Day-ahead demand forecast,Mountain,Mountain,84197,megawatthours
2026-03-09,NEVP,Nevada Power Company,DF,Day-ahead demand forecast,Pacific,Pacific,84176,megawatthours
2026-03-09,NEVP,Nevada Power Company,NG,Net generation,Eastern,Eastern,87151,megawatthours
2026-03-09,NEVP,Nevada Power Company,TI,Total interchange,Arizona,Arizona,-5351,megawatthours
2026-03-09,NEVP,Nevada Power Company,TI,Total interchange,Central,Central,-5375,megawatthours
2026-03-09,NEVP,Nevada Power Company,TI,Total interchange,Eastern,Eastern,-5518,megawatthours
2026-03-09,NEVP,Nevada Power Company,TI,Total interchange,Mountain,Mountain,-5470,megawatthours
2026-03-09,NEVP,Nevada Power Company,TI,Total interchange,Pacific,Pacific,-5351,megawatthours
2026-03-09,NW,Northwest,D,Demand,Arizona,Arizona,1008939,megawatthours
2026-03-09,NW,Northwest,D,Demand,Central,Central,1004618,megawatthours
2026-03-09,NW,Northwest,D,Demand,Eastern,Eastern,1002048,megawatthours
2026-03-09,NW,Northwest,D,Demand,Mountain,Mountain,1006921,megawatthours
2026-03-09,NW,Northwest,D,Demand,Pacific,Pacific,1008939,megawatthours
2026-03-09,NW,Northwest,DF,Day-ahead demand forecast,Arizona,Arizona,926157,megawatthours
2026-03-09,NW,Northwest,DF,Day-ahead demand forecast,Central,Central,896119,megawatthours
2026-03-09,NW,Northwest,DF,Day-ahead demand forecast,Eastern,Eastern,893981,megawatthours
2026-03-09,NW,Northwest,DF,Day-ahead demand forecast,Mountain,Mountain,898044,megawatthours
2026-03-09,NW,Northwest,DF,Day-ahead demand forecast,Pacific,Pacific,926157,megawatthours
2026-03-09,NW,Northwest,NG,Net generation,Arizona,Arizona,1023945,megawatthours
2026-03-09,NW,Northwest,NG,Net generation,Central,Central,1022784,megawatthours
2026-03-09,NW,Northwest,NG,Net generation,Eastern,Eastern,1110273,megawatthours
2026-03-09,NW,Northwest,NG,Net generation,Mountain,Mountain,1023327,megawatthours
2026-03-09,NW,Northwest,NG,Net generation,Pacific,Pacific,1023945,megawatthours
2026-03-09,NW,Northwest,TI,Total interchange,Arizona,Arizona,52848,megawatthours
2026-03-09,NW,Northwest,TI,Total interchange,Central,Central,73687,megawatthours
2026-03-09,NW,Northwest,TI,Total interchange,Eastern,Eastern,76777,megawatthours
2026-03-09,NW,Northwest,TI,Total interchange,Mountain,Mountain,71331,megawatthours
2026-03-09,NW,Northwest,TI,Total interchange,Pacific,Pacific,52848,megawatthours
2026-03-09,NWMT,NorthWestern Corporation,D,Demand,Arizona,Arizona,31020,megawatthours
2026-03-09,NWMT,NorthWestern Corporation,D,Demand,Central,Central,30787,megawatthours
2026-03-09,NWMT,NorthWestern Corporation,D,Demand,Eastern,Eastern,30667,megawatthours
2026-03-09,NWMT,NorthWestern Corporation,D,Demand,Mountain,Mountain,30913,megawatthours
2026-03-09,NWMT,NorthWestern Corporation,D,Demand,Pacific,Pacific,31020,megawatthours
2026-03-09,NWMT,NorthWestern Corporation,DF,Day-ahead demand forecast,Arizona,Arizona,31776,megawatthours
2026-03-09,NWMT,NorthWestern Corporation,DF,Day-ahead demand forecast,Central,Central,31593,megawatthours
2026-03-09,NWMT,NorthWestern Corporation,DF,Day-ahead demand forecast,Eastern,Eastern,31506,megawatthours
2026-03-09,NWMT,NorthWestern Corporation,DF,Day-ahead demand forecast,Mountain,Mountain,31678,megawatthours
2026-03-09,NWMT,NorthWestern Corporation,DF,Day-ahead demand forecast,Pacific,Pacific,31776,megawatthours
2026-03-09,NWMT,NorthWestern Corporation,NG,Net generation,Arizona,Arizona,36993,megawatthours
2026-03-09,NWMT,NorthWestern Corporation,NG,Net generation,Central,Central,37371,megawatthours
2026-03-09,NWMT,NorthWestern Corporation,NG,Net generation,Eastern,Eastern,37917,megawatthours
2026-03-09,NWMT,NorthWestern Corporation,NG,Net generation,Mountain,Mountain,37115,megawatthours
2026-03-09,NWMT,NorthWestern Corporation,NG,Net generation,Pacific,Pacific,36993,megawatthours
2026-03-09,NWMT,NorthWestern Corporation,TI,Total interchange,Central,Central,6584,megawatthours
2026-03-09,NWMT,NorthWestern Corporation,TI,Total interchange,Eastern,Eastern,7250,megawatthours
2026-03-09,NWMT,NorthWestern Corporation,TI,Total interchange,Mountain,Mountain,6202,megawatthours
2026-03-09,NY,New York,D,Demand,Arizona,Arizona,354602,megawatthours
2026-03-09,NY,New York,D,Demand,Central,Central,355471,megawatthours
2026-03-09,NY,New York,D,Demand,Eastern,Eastern,355873,megawatthours
2026-03-09,NY,New York,D,Demand,Mountain,Mountain,355066,megawatthours
2026-03-09,NY,New York,D,Demand,Pacific,Pacific,354602,megawatthours
2026-03-09,NY,New York,DF,Day-ahead demand forecast,Arizona,Arizona,354412,megawatthours
2026-03-09,NY,New York,DF,Day-ahead demand forecast,Central,Central,354761,megawatthours
2026-03-09,NY,New York,DF,Day-ahead demand forecast,Eastern,Eastern,354914,megawatthours
2026-03-09,NY,New York,DF,Day-ahead demand forecast,Mountain,Mountain,354589,megawatthours
2026-03-09,NY,New York,DF,Day-ahead demand forecast,Pacific,Pacific,354412,megawatthours
2026-03-09,NY,New York,NG,Net generation,Arizona,Arizona,315341,megawatthours
2026-03-09,NY,New York,NG,Net generation,Central,Central,315341,megawatthours
2026-03-09,NY,New York,NG,Net generation,Eastern,Eastern,314858,megawatthours
2026-03-09,NY,New York,NG,Net generation,Mountain,Mountain,315341,megawatthours
2026-03-09,NY,New York,NG,Net generation,Pacific,Pacific,315341,megawatthours
2026-03-09,NY,New York,TI,Total interchange,Eastern,Eastern,-41015,megawatthours
2026-03-09,NYIS,New York Independent System Operator,D,Demand,Arizona,Arizona,354602,megawatthours
2026-03-09,NYIS,New York Independent System Operator,D,Demand,Central,Central,355471,megawatthours
2026-03-09,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,355873,megawatthours
2026-03-09,NYIS,New York Independent System Operator,D,Demand,Mountain,Mountain,355066,megawatthours
2026-03-09,NYIS,New York Independent System Operator,D,Demand,Pacific,Pacific,354602,megawatthours
2026-03-09,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,354412,megawatthours
2026-03-09,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Central,Central,354761,megawatthours
2026-03-09,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,354914,megawatthours
2026-03-09,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,354589,megawatthours
2026-03-09,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,354412,megawatthours
2026-03-09,NYIS,New York Independent System Operator,NG,Net generation,Arizona,Arizona,315341,megawatthours
2026-03-09,NYIS,New York Independent System Operator,NG,Net generation,Central,Central,315341,megawatthours
2026-03-09,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,314858,megawatthours
2026-03-09,NYIS,New York Independent System Operator,NG,Net generation,Mountain,Mountain,315341,megawatthours
2026-03-09,NYIS,New York Independent System Operator,NG,Net generation,Pacific,Pacific,315341,megawatthours
2026-03-09,NYIS,New York Independent System Operator,TI,Total interchange,Eastern,Eastern,-41015,megawatthours
2026-03-09,PACE,PacifiCorp East,D,Demand,Arizona,Arizona,130987,megawatthours
2026-03-09,PACE,PacifiCorp East,D,Demand,Central,Central,130900,megawatthours
2026-03-09,PACE,PacifiCorp East,D,Demand,Eastern,Eastern,130791,megawatthours
2026-03-09,PACE,PacifiCorp East,D,Demand,Mountain,Mountain,130870,megawatthours
2026-03-09,PACE,PacifiCorp East,D,Demand,Pacific,Pacific,130987,megawatthours
2026-03-09,PACE,PacifiCorp East,DF,Day-ahead demand forecast,Arizona,Arizona,137146,megawatthours
2026-03-09,PACE,PacifiCorp East,DF,Day-ahead demand forecast,Central,Central,136965,megawatthours
2026-03-09,PACE,PacifiCorp East,DF,Day-ahead demand forecast,Eastern,Eastern,136891,megawatthours
2026-03-09,PACE,PacifiCorp East,DF,Day-ahead demand forecast,Mountain,Mountain,137046,megawatthours
2026-03-09,PACE,PacifiCorp East,DF,Day-ahead demand forecast,Pacific,Pacific,137146,megawatthours
2026-03-09,PACE,PacifiCorp East,NG,Net generation,Arizona,Arizona,175119,megawatthours
2026-03-09,PACE,PacifiCorp East,NG,Net generation,Central,Central,176677,megawatthours
